Country,State,City,Postal Code,Region,source_filename,file_month
United States,Georgia,Columbus,31907,South,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,California,San Diego,92037,West,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,North Carolina,Fayetteville,28314,South,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Ohio,Cleveland,44105,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,New Jersey,Morristown,7960,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Washington,Seattle,98105,West,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Vermont,Burlington,5408,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,California,Los Angeles,90036,West,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Mississippi,Gulfport,39503,South,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,New Jersey,Plainfield,7060,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,New York,New York City,10024,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,California,San Francisco,94122,West,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Washington,Seattle,98103,West,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Illinois,Rockford,61107,Central,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Illinois,Chicago,60623,Central,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,New Jersey,Atlantic City,8401,East,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Georgia,Atlanta,30318,South,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,Texas,Dallas,75220,Central,202101_Orders_2021_02_10_21_44_38.csv,202101
United States,California,Los Angeles,90036,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Virginia,Arlington,22204,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,New York City,10011,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Texas,Houston,77041,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Kentucky,Richmond,40475,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Maryland,Rockville,20852,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Arizona,Sierra Vista,85635,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,Los Angeles,90049,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,San Diego,92037,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Georgia,Smyrna,30080,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Tennessee,Chattanooga,37421,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Virginia,Springfield,22153,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Ohio,Lancaster,43130,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Texas,Houston,77036,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,North Carolina,Raleigh,27604,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,San Francisco,94110,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Oklahoma,Tulsa,74133,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Georgia,Atlanta,30318,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,Los Angeles,90045,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Maryland,Clinton,20735,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Mississippi,Jackson,39212,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,New York City,10009,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,New York City,10024,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Illinois,Chicago,60623,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Kentucky,Henderson,42420,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New Jersey,Belleville,7109,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,San Francisco,94109,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,Long Beach,11561,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,New York City,10035,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Tennessee,Nashville,37211,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Florida,Tampa,33614,South,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,New York,Oceanside,11572,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,Los Angeles,90032,West,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Wisconsin,Milwaukee,53209,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Pennsylvania,Philadelphia,19120,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Ohio,Newark,43055,East,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Texas,Houston,77070,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,Wisconsin,La Crosse,54601,Central,202102_Orders_2021_03_04_14_57_09.csv,202102
United States,California,Los Angeles,90036,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Virginia,Arlington,22204,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,New York,New York City,10011,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Texas,Houston,77041,Central,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Kentucky,Richmond,40475,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Maryland,Rockville,20852,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Arizona,Sierra Vista,85635,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,California,Los Angeles,90049,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,California,San Diego,92037,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Georgia,Smyrna,30080,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Tennessee,Chattanooga,37421,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Virginia,Springfield,22153,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Ohio,Lancaster,43130,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Texas,Houston,77036,Central,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,North Carolina,Raleigh,27604,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,California,San Francisco,94110,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Oklahoma,Tulsa,74133,Central,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Georgia,Atlanta,30318,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,California,Los Angeles,90045,West,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Maryland,Clinton,20735,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Mississippi,Jackson,39212,South,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,New York,New York City,10009,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,New York,New York City,10024,East,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,Illinois,Chicago,60623,Central,202102_Orders_2021_03_07_09_13_30.csv,202102
United States,California,Los Angeles,90036,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Virginia,Arlington,22204,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,New York City,10011,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Texas,Houston,77041,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Kentucky,Richmond,40475,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Maryland,Rockville,20852,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Arizona,Sierra Vista,85635,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,Los Angeles,90049,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,San Diego,92037,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Georgia,Smyrna,30080,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Tennessee,Chattanooga,37421,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Virginia,Springfield,22153,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Ohio,Lancaster,43130,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Texas,Houston,77036,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,North Carolina,Raleigh,27604,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,San Francisco,94110,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Oklahoma,Tulsa,74133,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Georgia,Atlanta,30318,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,Los Angeles,90045,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Maryland,Clinton,20735,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Mississippi,Jackson,39212,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,New York City,10009,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,New York City,10024,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Illinois,Chicago,60623,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Kentucky,Henderson,42420,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New Jersey,Belleville,7109,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,San Francisco,94109,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,Long Beach,11561,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,New York City,10035,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Tennessee,Nashville,37211,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Florida,Tampa,33614,South,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,New York,Oceanside,11572,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,California,Los Angeles,90032,West,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Wisconsin,Milwaukee,53209,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Pennsylvania,Philadelphia,19120,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Ohio,Newark,43055,East,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Texas,Houston,77070,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Wisconsin,La Crosse,54601,Central,202102_Orders_2021_03_10_17_46_44.csv,202102
United States,Ohio,Newark,43055,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Colorado,Denver,80219,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,Yonkers,10701,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,San Francisco,94110,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Odessa,79762,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Indiana,Bloomington,47401,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,San Antonio,78207,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Round Rock,78664,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Delaware,Newark,19711,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New Hampshire,Dover,3820,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Indiana,Mishawaka,46544,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,San Diego,92024,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Florida,Miami,33180,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Dallas,75220,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Illinois,Chicago,60623,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Pennsylvania,Philadelphia,19120,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Fort Worth,76106,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,New York City,10011,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Florida,Miami,33142,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Michigan,Jackson,49201,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Dallas,75217,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Arizona,Glendale,85301,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Connecticut,Milford,6460,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Massachusetts,Andover,1810,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Los Angeles,90008,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,Long Beach,11561,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Los Angeles,90045,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Pennsylvania,Philadelphia,19143,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Georgia,Columbus,31907,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Pennsylvania,Philadelphia,19140,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Minnesota,Eagan,55122,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New Jersey,Vineland,8360,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,San Francisco,94109,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Los Angeles,90036,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Louisiana,Monroe,71203,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,New York City,10024,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Arizona,Scottsdale,85254,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Virginia,Waynesboro,22980,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Pennsylvania,Philadelphia,19134,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Riverside,92503,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Harlingen,78550,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Redwood City,94061,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Ohio,Columbus,43229,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Wisconsin,Green Bay,54302,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Washington,Seattle,98103,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Bryan,77803,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Mississippi,Jackson,39212,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Maryland,Columbia,21044,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Massachusetts,Malden,2148,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Tennessee,Memphis,38109,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Tennessee,Columbia,38401,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Colorado,Littleton,80122,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,Oceanside,11572,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Tennessee,Nashville,37211,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Mississippi,Gulfport,39503,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Missouri,Saint Peters,63376,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Oregon,Salem,97301,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Illinois,Evanston,60201,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Texas,Houston,77036,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Nevada,North Las Vegas,89031,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Oregon,Gresham,97030,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Ohio,Cleveland,44105,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Indiana,Richmond,47374,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Oklahoma,Norman,73071,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Idaho,Pocatello,83201,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,North Carolina,Jacksonville,28540,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,California,Los Angeles,90032,West,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Virginia,Arlington,22204,South,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Ohio,Springfield,45503,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Illinois,Chicago,60653,Central,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,New York,New York City,10009,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Connecticut,Norwich,6360,East,202103_Orders_2021_04_01_08_26_09.csv,202103
United States,Ohio,Newark,43055,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Colorado,Denver,80219,West,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,New York,Yonkers,10701,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,California,San Francisco,94110,West,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,Odessa,79762,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Indiana,Bloomington,47401,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,San Antonio,78207,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,Round Rock,78664,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Delaware,Newark,19711,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,New Hampshire,Dover,3820,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Indiana,Mishawaka,46544,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,California,San Diego,92024,West,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Florida,Miami,33180,South,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,Dallas,75220,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Illinois,Chicago,60623,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Pennsylvania,Philadelphia,19120,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,Fort Worth,76106,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,New York,New York City,10011,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Florida,Miami,33142,South,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Michigan,Jackson,49201,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Texas,Dallas,75217,Central,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Arizona,Glendale,85301,West,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Connecticut,Milford,6460,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Massachusetts,Andover,1810,East,202103_Orders_2021_04_04_22_47_50.csv,202103
United States,Ohio,Newark,43055,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Colorado,Denver,80219,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,Yonkers,10701,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,San Francisco,94110,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Odessa,79762,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Indiana,Bloomington,47401,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,San Antonio,78207,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Round Rock,78664,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Delaware,Newark,19711,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New Hampshire,Dover,3820,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Indiana,Mishawaka,46544,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,San Diego,92024,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Florida,Miami,33180,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Dallas,75220,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Illinois,Chicago,60623,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Pennsylvania,Philadelphia,19120,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Fort Worth,76106,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,New York City,10011,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Florida,Miami,33142,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Michigan,Jackson,49201,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Dallas,75217,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Arizona,Glendale,85301,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Connecticut,Milford,6460,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Massachusetts,Andover,1810,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Los Angeles,90008,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,Long Beach,11561,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Los Angeles,90045,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Pennsylvania,Philadelphia,19143,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Georgia,Columbus,31907,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Pennsylvania,Philadelphia,19140,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Minnesota,Eagan,55122,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New Jersey,Vineland,8360,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,San Francisco,94109,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Los Angeles,90036,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Louisiana,Monroe,71203,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,New York City,10024,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Arizona,Scottsdale,85254,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Virginia,Waynesboro,22980,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Pennsylvania,Philadelphia,19134,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Riverside,92503,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Harlingen,78550,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Redwood City,94061,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Ohio,Columbus,43229,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Wisconsin,Green Bay,54302,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Washington,Seattle,98103,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Bryan,77803,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Mississippi,Jackson,39212,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Maryland,Columbia,21044,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Massachusetts,Malden,2148,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Tennessee,Memphis,38109,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Tennessee,Columbia,38401,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Colorado,Littleton,80122,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,Oceanside,11572,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Tennessee,Nashville,37211,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Mississippi,Gulfport,39503,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Missouri,Saint Peters,63376,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Oregon,Salem,97301,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Illinois,Evanston,60201,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Texas,Houston,77036,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Nevada,North Las Vegas,89031,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Oregon,Gresham,97030,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Ohio,Cleveland,44105,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Indiana,Richmond,47374,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Oklahoma,Norman,73071,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Idaho,Pocatello,83201,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,North Carolina,Jacksonville,28540,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,California,Los Angeles,90032,West,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Virginia,Arlington,22204,South,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Ohio,Springfield,45503,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Illinois,Chicago,60653,Central,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,New York,New York City,10009,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Connecticut,Norwich,6360,East,202103_Orders_2021_04_07_04_27_03.csv,202103
United States,Pennsylvania,Philadelphia,19134,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New York,New York City,10009,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New York,New York City,10024,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Georgia,Columbus,31907,South,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New York,New York City,10035,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Arizona,Sierra Vista,85635,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New York,Auburn,13021,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Wisconsin,Milwaukee,53209,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Texas,Dallas,75081,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Indiana,Richmond,47374,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Pennsylvania,Philadelphia,19140,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New York,Troy,12180,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Virginia,Springfield,22153,South,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Texas,Houston,77095,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Vermont,Burlington,5408,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Pennsylvania,Philadelphia,19120,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,California,San Francisco,94110,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,New Jersey,Lakewood,8701,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,California,Los Angeles,90032,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Arkansas,Hot Springs,71901,South,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Ohio,Troy,45373,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Georgia,Smyrna,30080,South,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Texas,Houston,77041,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Michigan,Detroit,48227,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,California,Los Angeles,90004,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Washington,Seattle,98103,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,California,San Francisco,94122,West,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Ohio,Springfield,45503,East,202104_Orders_2021_05_02_06_20_30.csv,202104
United States,Illinois,Chicago,60653,Central,202104_Orders_2021_05_02_06_20_30.csv,202104
